AOKF1045_g2_c 	 0.415524 	 cell organization and biogenesis
F66KHFO01DQEQT 	 0.812967 	 signal transduction  
F66KHFO01DQGM6 	 0.656286 	 developmental processes  
F66KHFO01DQGM6 	 0.656286 	 other biological processes 
F66KHFO01DQGM6 	 0.656286 	 transport   
F66KHFO01DQHOL 	 0.727946 	 developmental processes  
F66KHFO01DQL7F 	 0.322564 	 other biological processes 
F66KHFO01DQL7F 	 0.322564 	 stress response  
F66KHFO01DQLAL 	 0.549356 	 RNA metabolism  
F66KHFO01DQLAL 	 0.549356 	 other metabolic processes 
F66KHFO01DQLAL 	 0.549356 	 signal transduction  
F66KHFO01DQLQE 	 0.61773 	 other biological processes 
F66KHFO01DQMCW 	 1.16858 	 RNA metabolism  
F66KHFO01DQMCW 	 1.16858 	 developmental processes  
F66KHFO01DQN4F 	 0.501299 	 RNA metabolism  
F66KHFO01DQN4F 	 0.501299 	 other biological processes 
F66KHFO01DQNP9 	 0.758931 	 RNA metabolism  
F66KHFO01DQNP9 	 0.758931 	 death   
F66KHFO01DQNSI 	 0.814872 	 DNA metabolism  
F66KHFO01DQNSI 	 0.814872 	 RNA metabolism  
F66KHFO01DQNSI 	 0.814872 	 cell cycle and proliferation
F66KHFO01DQNSI 	 0.814872 	 cell organization and biogenesis
F66KHFO01DQNSI 	 0.814872 	 protein metabolism  
F66KHFO01DQNSI 	 0.814872 	 stress response  
F66KHFO01DQP82 	 0.643949 	 RNA metabolism  
F66KHFO01DQPCF 	 0.999596 	 protein metabolism  
F66KHFO01DQPUB 	 0.257083 	 other metabolic processes 
F66KHFO01DQPUB 	 0.257083 	 protein metabolism  
F66KHFO01DQPUB 	 0.257083 	 signal transduction  
F66KHFO01DQPUB 	 0.257083 	 stress response  
F66KHFO01DQPUB 	 0.257083 	 transport   
F66KHFO01DQRJ4 	 0.793901 	 DNA metabolism  
F66KHFO01DQRJ4 	 0.793901 	 cell cycle and proliferation
F66KHFO01DQRJ4 	 0.793901 	 cell organization and biogenesis
F66KHFO01DQRJ4 	 0.793901 	 developmental processes  
F66KHFO01DQRJ4 	 0.793901 	 other biological processes 
F66KHFO01DQRJ4 	 0.793901 	 other metabolic processes 
F66KHFO01DQRJ4 	 0.793901 	 protein metabolism  
F66KHFO01DQRJ4 	 0.793901 	 stress response  
F66KHFO01DQRNN 	 0.538148 	 protein metabolism  
F66KHFO01DQT8V 	 0.39427 	 other biological processes 
F66KHFO01DQU8Q 	 0.673527 	 signal transduction  
F66KHFO01DQW9A 	 0.465911 	 cell adhesion  
F66KHFO01DQX3W 	 0.424619 	 other metabolic processes 
F66KHFO01DQX3W 	 0.424619 	 signal transduction  
F66KHFO01DQZYY 	 0.63292 	 other biological processes 
F66KHFO01DR17Y 	 0.238752 	 cell cycle and proliferation
F66KHFO01DR17Y 	 0.238752 	 developmental processes  
F66KHFO01DR17Y 	 0.238752 	 other metabolic processes 
F66KHFO01DR2CR 	 0.850721 	 RNA metabolism  
F66KHFO01DR2CR 	 0.850721 	 protein metabolism  
F66KHFO01DR2Q0 	 0.78395 	 other biological processes 
F66KHFO01DR2Q0 	 0.78395 	 stress response  
F66KHFO01DR2Q0 	 0.78395 	 transport   
F66KHFO01DR2U0 	 0.428075 	 death   
F66KHFO01DR2U0 	 0.428075 	 developmental processes  
F66KHFO01DR30O 	 0.434814 	 other biological processes 
F66KHFO01DR30O 	 0.434814 	 other metabolic processes 
F66KHFO01DR5FD 	 0.168448 	 RNA metabolism  
F66KHFO01DR678 	 1.10277 	 transport   
F66KHFO01DR6N4 	 0.907325 	 developmental processes  
F66KHFO01DR6N4 	 0.907325 	 other biological processes 
F66KHFO01DR7Z5 	 0.502035 	 other biological processes 
F66KHFO01DR7Z5 	 0.502035 	 protein metabolism  
F66KHFO01DR8BW 	 0.552698 	 other metabolic processes 
F66KHFO01DR8Q7 	 0.705707 	 RNA metabolism  
F66KHFO01DR8Q7 	 0.705707 	 cell organization and biogenesis
F66KHFO01DR8Q7 	 0.705707 	 death   
F66KHFO01DR8Q7 	 0.705707 	 developmental processes  
F66KHFO01DR8Q7 	 0.705707 	 other biological processes 
F66KHFO01DR8UF 	 0.571394 	 DNA metabolism  
F66KHFO01DR8UF 	 0.571394 	 protein metabolism  
F66KHFO01DR9N4 	 0.733697 	 cell organization and biogenesis
F66KHFO01DR9N4 	 0.733697 	 developmental processes  
F66KHFO01DR9N4 	 0.733697 	 other biological processes 
F66KHFO01DR9N4 	 0.733697 	 other metabolic processes 
F66KHFO01DR9N4 	 0.733697 	 protein metabolism  
F66KHFO01DRBIC 	 1.46955 	 RNA metabolism  
F66KHFO01DRBIC 	 1.46955 	 cell organization and biogenesis
F66KHFO01DRCFI 	 0.68548 	 other biological processes 
F66KHFO01DRCFI 	 0.68548 	 protein metabolism  
F66KHFO01DRCZX 	 1.05223 	 other metabolic processes 
F66KHFO01DRE7Z 	 1.2194 	 cell organization and biogenesis
F66KHFO01DRE7Z 	 1.2194 	 cell-cell signaling  
F66KHFO01DRE7Z 	 1.2194 	 stress response  
F66KHFO01DRE7Z 	 1.2194 	 transport   
F66KHFO01DREGJ 	 0.258422 	 other biological processes 
F66KHFO01DRF69 	 0.923195 	 RNA metabolism  
F66KHFO01DRF69 	 0.923195 	 cell organization and biogenesis
F66KHFO01DRF69 	 0.923195 	 other biological processes 
F66KHFO01DRF69 	 0.923195 	 other metabolic processes 
F66KHFO01DRF69 	 0.923195 	 signal transduction  
F66KHFO01DRF69 	 0.923195 	 stress response  
F66KHFO01DRF69 	 0.923195 	 transport   
F66KHFO01DRF8P 	 0.958337 	 cell cycle and proliferation
F66KHFO01DRF8P 	 0.958337 	 cell organization and biogenesis
F66KHFO01DRF8P 	 0.958337 	 cell-cell signaling  
F66KHFO01DRF8P 	 0.958337 	 death   
F66KHFO01DRF8P 	 0.958337 	 other biological processes 
F66KHFO01DRF8P 	 0.958337 	 other metabolic processes 
F66KHFO01DRF8P 	 0.958337 	 protein metabolism  
F66KHFO01DRF8P 	 0.958337 	 signal transduction  
F66KHFO01DRHPW 	 0.373736 	 RNA metabolism  
F66KHFO01DRJSK 	 1.03779 	 transport   
F66KHFO01DRKHR 	 0.816363 	 other metabolic processes 
F66KHFO01DRKHR 	 0.816363 	 signal transduction  
F66KHFO01DRLGN 	 0.432337 	 death   
F66KHFO01DRLGN 	 0.432337 	 other biological processes 
F66KHFO01DRM9V 	 0.458834 	 other metabolic processes 
F66KHFO01DRMVQ 	 0.328199 	 RNA metabolism  
F66KHFO01DRN2V 	 0.699682 	 cell organization and biogenesis
F66KHFO01DRN2V 	 0.699682 	 protein metabolism  
F66KHFO01DRNQB 	 0.78885 	 developmental processes  
F66KHFO01DRNQB 	 0.78885 	 other metabolic processes 
F66KHFO01DRNQB 	 0.78885 	 stress response  
F66KHFO01DRRO6 	 0.910917 	 DNA metabolism  
F66KHFO01DRRO6 	 0.910917 	 stress response  
F66KHFO01DRSF0 	 0.326763 	 other metabolic processes 
F66KHFO01DRTLR 	 0.237193 	 other metabolic processes 
F66KHFO01DRU1I 	 0.157409 	 other metabolic processes 
F66KHFO01DRUQE 	 1.09127 	 cell organization and biogenesis
F66KHFO01DRUQE 	 1.09127 	 other metabolic processes 
F66KHFO01DRUQE 	 1.09127 	 transport   
F66KHFO01DRVOS 	 0.92681 	 other metabolic processes 
F66KHFO01DRVOS 	 0.92681 	 signal transduction  
F66KHFO01DRX3O 	 0.388175 	 DNA metabolism  
F66KHFO01DRX3O 	 0.388175 	 stress response  
F66KHFO01DRXQ8 	 1.10589 	 transport   
F66KHFO01DRYWU 	 0.542901 	 other metabolic processes 
F66KHFO01DRYWU 	 0.542901 	 protein metabolism  
F66KHFO01DRYWU 	 0.542901 	 signal transduction  
F66KHFO01DRYWU 	 0.542901 	 stress response  
F66KHFO01DS17D 	 0.917829 	 RNA metabolism  
F66KHFO01DS17D 	 0.917829 	 developmental processes  
F66KHFO01DS17D 	 0.917829 	 other biological processes 
F66KHFO01DS17D 	 0.917829 	 protein metabolism  
F66KHFO01DS17D 	 0.917829 	 signal transduction  
F66KHFO01DS5E6 	 0.396892 	 protein metabolism  
F66KHFO01DS67W 	 0.468752 	 death   
F66KHFO01DS6B2 	 0.734943 	 other biological processes 
F66KHFO01DS6B2 	 0.734943 	 other metabolic processes 
F66KHFO01DS6UV 	 0.452775 	 other biological processes 
F66KHFO01DS6UV 	 0.452775 	 other metabolic processes 
F66KHFO01DS78S 	 0.794253 	 cell cycle and proliferation
F66KHFO01DS78S 	 0.794253 	 cell organization and biogenesis
F66KHFO01DS78S 	 0.794253 	 other biological processes 
F66KHFO01DS7IE 	 0.508459 	 RNA metabolism  
F66KHFO01DS943 	 0.228345 	 DNA metabolism  
F66KHFO01DS943 	 0.228345 	 RNA metabolism  
F66KHFO01DS943 	 0.228345 	 cell cycle and proliferation
F66KHFO01DS943 	 0.228345 	 cell organization and biogenesis
F66KHFO01DS943 	 0.228345 	 death   
F66KHFO01DS943 	 0.228345 	 developmental processes  
F66KHFO01DS943 	 0.228345 	 other biological processes 
F66KHFO01DS943 	 0.228345 	 other metabolic processes 
F66KHFO01DS943 	 0.228345 	 protein metabolism  
F66KHFO01DS943 	 0.228345 	 signal transduction  
F66KHFO01DS943 	 0.228345 	 stress response  
F66KHFO01DS943 	 0.228345 	 transport   
F66KHFO01DSA5N 	 0.304477 	 signal transduction  
F66KHFO01DSAPD 	 0.628461 	 transport   
F66KHFO01DSARJ 	 0.904584 	 other biological processes 
F66KHFO01DSARJ 	 0.904584 	 other metabolic processes 
F66KHFO01DSAZY 	 0.457933 	 DNA metabolism  
F66KHFO01DSAZY 	 0.457933 	 RNA metabolism  
F66KHFO01DSAZY 	 0.457933 	 cell cycle and proliferation
F66KHFO01DSAZY 	 0.457933 	 cell organization and biogenesis
F66KHFO01DSAZY 	 0.457933 	 developmental processes  
F66KHFO01DSAZY 	 0.457933 	 other metabolic processes 
F66KHFO01DSAZY 	 0.457933 	 protein metabolism  
F66KHFO01DSAZY 	 0.457933 	 stress response  
F66KHFO01DSB3J 	 0.377688 	 DNA metabolism  
F66KHFO01DSB3J 	 0.377688 	 cell organization and biogenesis
F66KHFO01DSB3J 	 0.377688 	 other biological processes 
F66KHFO01DSB3J 	 0.377688 	 stress response  
F66KHFO01DSCFD 	 0.373826 	 other metabolic processes 
F66KHFO01DSCFD 	 0.373826 	 stress response  
F66KHFO01DSCMW 	 0.216862 	 cell cycle and proliferation
F66KHFO01DSCMW 	 0.216862 	 other biological processes 
F66KHFO01DSCMW 	 0.216862 	 protein metabolism  
F66KHFO01DSEQV 	 0.716915 	 other biological processes 
F66KHFO01DSEQV 	 0.716915 	 transport   
F66KHFO01DSEYQ 	 0.965663 	 RNA metabolism  
F66KHFO01DSEYQ 	 0.965663 	 other metabolic processes 
F66KHFO01DSEYQ 	 0.965663 	 protein metabolism  
F66KHFO01DSK0P 	 0.797033 	 DNA metabolism  
F66KHFO01DSK0P 	 0.797033 	 other biological processes 
F66KHFO01DSK0P 	 0.797033 	 protein metabolism  
F66KHFO01DSK0P 	 0.797033 	 stress response  
F66KHFO01DSK0P 	 0.797033 	 transport   
F66KHFO01DSKEC 	 0.818857 	 developmental processes  
F66KHFO01DSKOO 	 0.735759 	 death   
F66KHFO01DSKOO 	 0.735759 	 other metabolic processes 
F66KHFO01DSKOO 	 0.735759 	 protein metabolism  
F66KHFO01DSKOO 	 0.735759 	 signal transduction  
F66KHFO01DSLHN 	 0.848884 	 other biological processes 
F66KHFO01DSLHN 	 0.848884 	 signal transduction  
F66KHFO01DSO5U 	 0.322592 	 developmental processes  
F66KHFO01DSO5U 	 0.322592 	 other biological processes 
F66KHFO01DSOCP 	 0.501494 	 other biological processes 
F66KHFO01DSOCP 	 0.501494 	 protein metabolism  
F66KHFO01DSOI1 	 0.629196 	 RNA metabolism  
F66KHFO01DSOI1 	 0.629196 	 protein metabolism  
F66KHFO01DSOI1 	 0.629196 	 transport   
F66KHFO01DSPXA 	 0.944133 	 other biological processes 
F66KHFO01DSQTI 	 0.649408 	 protein metabolism  
F66KHFO01DST89 	 0.145865 	 DNA metabolism  
F66KHFO01DST89 	 0.145865 	 protein metabolism  
F66KHFO01DST89 	 0.145865 	 stress response  
F66KHFO01DSWUH 	 0.410861 	 DNA metabolism  
F66KHFO01DSWUH 	 0.410861 	 RNA metabolism  
F66KHFO01DSWUH 	 0.410861 	 cell cycle and proliferation
F66KHFO01DSWUH 	 0.410861 	 cell organization and biogenesis
F66KHFO01DSWUH 	 0.410861 	 other biological processes 
F66KHFO01DSWUH 	 0.410861 	 other metabolic processes 
F66KHFO01DSWZV 	 1.21299 	 transport   
F66KHFO01DSX5F 	 0.576109 	 DNA metabolism  
F66KHFO01DSX5F 	 0.576109 	 death   
F66KHFO01DSX5F 	 0.576109 	 other biological processes 
F66KHFO01DSX5F 	 0.576109 	 protein metabolism  
F66KHFO01DSX5F 	 0.576109 	 stress response  
F66KHFO01DSX5F 	 0.576109 	 transport   
F66KHFO01DSXG9 	 0.415062 	 other metabolic processes 
F66KHFO01DSYOF 	 0.59918 	 RNA metabolism  
F66KHFO01DSYOF 	 0.59918 	 transport   
F66KHFO01DSYXZ 	 0.773677 	 developmental processes  
F66KHFO01DSYXZ 	 0.773677 	 other biological processes 
F66KHFO01DSYXZ 	 0.773677 	 other metabolic processes 
F66KHFO01DSZJL 	 0.31011 	 other biological processes 
F66KHFO01DSZJL 	 0.31011 	 other metabolic processes 
F66KHFO01DT2A6 	 0.802775 	 other biological processes 
F66KHFO01DT2A6 	 0.802775 	 other metabolic processes 
F66KHFO01DT2A6 	 0.802775 	 transport   
F66KHFO01DT4K0 	 0.390502 	 cell organization and biogenesis
F66KHFO01DT4K0 	 0.390502 	 other biological processes 
F66KHFO01DT4K0 	 0.390502 	 signal transduction  
F66KHFO01DT6F7 	 0.180462 	 developmental processes  
F66KHFO01DT7SI 	 0.434706 	 signal transduction  
F66KHFO01DT7W2 	 0.823672 	 RNA metabolism  
F66KHFO01DT7W2 	 0.823672 	 cell cycle and proliferation
F66KHFO01DT7W2 	 0.823672 	 cell organization and biogenesis
F66KHFO01DT7W2 	 0.823672 	 transport   
F66KHFO01DT9A3 	 0.954311 	 other biological processes 
F66KHFO01DT9A3 	 0.954311 	 other metabolic processes 
F66KHFO01DT9R3 	 0.996457 	 other biological processes 
F66KHFO01DTBMD 	 0.48081 	 other biological processes 
F66KHFO01DTBMD 	 0.48081 	 protein metabolism  
F66KHFO01DTC03 	 0.328938 	 other biological processes 
F66KHFO01DTEFB 	 0.717079 	 cell cycle and proliferation
F66KHFO01DTEFB 	 0.717079 	 cell organization and biogenesis
F66KHFO01DTEFB 	 0.717079 	 other biological processes 
F66KHFO01DTEFB 	 0.717079 	 other metabolic processes 
F66KHFO01DTEFB 	 0.717079 	 protein metabolism  
F66KHFO01DTEZI 	 0.714516 	 developmental processes  
F66KHFO01DTFSC 	 0.378068 	 cell organization and biogenesis
F66KHFO01DTFSC 	 0.378068 	 death   
F66KHFO01DTFSC 	 0.378068 	 other metabolic processes 
F66KHFO01DTFSC 	 0.378068 	 stress response  
F66KHFO01DTFSC 	 0.378068 	 transport   
F66KHFO01DTGV1 	 0.762364 	 other biological processes 
F66KHFO01DTGV1 	 0.762364 	 other metabolic processes 
F66KHFO01DTI3H 	 0.925728 	 other biological processes 
F66KHFO01DTI3W 	 0.521743 	 cell organization and biogenesis
F66KHFO01DTI3W 	 0.521743 	 other biological processes 
F66KHFO01DTI3W 	 0.521743 	 stress response  
F66KHFO01DTI3W 	 0.521743 	 transport   
F66KHFO01DTIGN 	 0.346444 	 RNA metabolism  
F66KHFO01DTIJH 	 0.26653 	 RNA metabolism  
F66KHFO01DTIJH 	 0.26653 	 cell cycle and proliferation
F66KHFO01DTIJH 	 0.26653 	 cell organization and biogenesis
F66KHFO01DTIJH 	 0.26653 	 other biological processes 
F66KHFO01DTINZ 	 0.663821 	 other biological processes 
F66KHFO01DTLUH 	 0.632637 	 transport   
F66KHFO01DTLV3 	 0.628257 	 developmental processes  
F66KHFO01DTLV3 	 0.628257 	 other biological processes 
F66KHFO01DTOG8 	 0.526576 	 transport   
F66KHFO01DTQOK 	 0.625003 	 other metabolic processes 
F66KHFO01DTTQ4 	 0.962671 	 DNA metabolism  
F66KHFO01DTUI3 	 0.834019 	 cell adhesion  
F66KHFO01DTUI3 	 0.834019 	 cell cycle and proliferation
F66KHFO01DTUI3 	 0.834019 	 cell organization and biogenesis
F66KHFO01DTUI3 	 0.834019 	 death   
F66KHFO01DTUI3 	 0.834019 	 developmental processes  
F66KHFO01DTUI3 	 0.834019 	 other biological processes 
F66KHFO01DTUI3 	 0.834019 	 other metabolic processes 
F66KHFO01DTUI3 	 0.834019 	 protein metabolism  
F66KHFO01DTUI3 	 0.834019 	 stress response  
F66KHFO01DTUI3 	 0.834019 	 transport   
F66KHFO01DTV84 	 0.326262 	 RNA metabolism  
F66KHFO01DTV84 	 0.326262 	 cell organization and biogenesis
F66KHFO01DTV84 	 0.326262 	 developmental processes  
F66KHFO01DTV84 	 0.326262 	 other biological processes 
F66KHFO01DTV84 	 0.326262 	 other metabolic processes 
F66KHFO01DTV84 	 0.326262 	 signal transduction  
F66KHFO01DTVF3 	 0.137278 	 other metabolic processes 
F66KHFO01DTZY4 	 1.05342 	 cell adhesion  
F66KHFO01DTZY4 	 1.05342 	 cell cycle and proliferation
F66KHFO01DTZY4 	 1.05342 	 cell organization and biogenesis
F66KHFO01DTZY4 	 1.05342 	 death   
F66KHFO01DTZY4 	 1.05342 	 developmental processes  
F66KHFO01DTZY4 	 1.05342 	 other biological processes 
F66KHFO01DTZY4 	 1.05342 	 other metabolic processes 
F66KHFO01DTZY4 	 1.05342 	 protein metabolism  
F66KHFO01DTZY4 	 1.05342 	 signal transduction  
F66KHFO01DTZY4 	 1.05342 	 stress response  
F66KHFO01DTZY4 	 1.05342 	 transport   
F66KHFO01DU0G5 	 0.701084 	 other metabolic processes 
F66KHFO01DU10T 	 0.859134 	 cell-cell signaling  
F66KHFO01DU10T 	 0.859134 	 transport   
F66KHFO01DU17T 	 0.226874 	 transport   
F66KHFO01DU2EZ 	 0.907315 	 other metabolic processes 
F66KHFO01DU2GS 	 0.670735 	 developmental processes  
F66KHFO01DU2GS 	 0.670735 	 other biological processes 
F66KHFO01DU2GS 	 0.670735 	 other metabolic processes 
F66KHFO01DU2GS 	 0.670735 	 protein metabolism  
F66KHFO01DU2GS 	 0.670735 	 signal transduction  
F66KHFO01DU2GS 	 0.670735 	 transport   
F66KHFO01DU2H6 	 0.269239 	 other biological processes 
F66KHFO01DU2H6 	 0.269239 	 transport   
F66KHFO01DU53X 	 0.210796 	 other biological processes 
F66KHFO01DU5SG 	 0.272587 	 cell organization and biogenesis
F66KHFO01DU5SG 	 0.272587 	 developmental processes  
F66KHFO01DU5SG 	 0.272587 	 other metabolic processes 
F66KHFO01DU6BJ 	 0.379984 	 transport   
F66KHFO01DU6E1 	 0.805035 	 RNA metabolism  
F66KHFO01DU6E1 	 0.805035 	 signal transduction  
F66KHFO01DU9BW 	 0.398253 	 transport   
F66KHFO01DU9ZN 	 0.331696 	 other metabolic processes 
F66KHFO01DUB4N 	 0.681323 	 transport   
F66KHFO01DUC80 	 0.341801 	 RNA metabolism  
F66KHFO01DUDQZ 	 0.509084 	 RNA metabolism  
F66KHFO01DUE96 	 0.542674 	 transport   
F66KHFO01DUF37 	 0.550674 	 signal transduction  
F66KHFO01DUF37 	 0.550674 	 transport   
F66KHFO01DUF3D 	 0.66555 	 cell cycle and proliferation
F66KHFO01DUF3D 	 0.66555 	 other biological processes 
F66KHFO01DUF3D 	 0.66555 	 other metabolic processes 
F66KHFO01DUF3D 	 0.66555 	 protein metabolism  
F66KHFO01DUFON 	 1.11839 	 cell cycle and proliferation
F66KHFO01DUFON 	 1.11839 	 cell organization and biogenesis
F66KHFO01DUFON 	 1.11839 	 death   
F66KHFO01DUFON 	 1.11839 	 developmental processes  
F66KHFO01DUFON 	 1.11839 	 other biological processes 
F66KHFO01DUFON 	 1.11839 	 other metabolic processes 
F66KHFO01DUFON 	 1.11839 	 protein metabolism  
F66KHFO01DUFON 	 1.11839 	 stress response  
F66KHFO01DUHZW 	 1.03934 	 signal transduction  
F66KHFO01DUIP2 	 0.93297 	 transport   
F66KHFO01DUKXW 	 0.761053 	 developmental processes  
F66KHFO01DUKXW 	 0.761053 	 other biological processes 
F66KHFO01DUKXW 	 0.761053 	 protein metabolism  
F66KHFO01DUMOF 	 0.802261 	 cell adhesion  
F66KHFO01DUMRN 	 0.62988 	 RNA metabolism  
F66KHFO01DUMRN 	 0.62988 	 other biological processes 
F66KHFO01DUQJX 	 1.08141 	 RNA metabolism  
F66KHFO01DUQJX 	 1.08141 	 developmental processes  
F66KHFO01DUQJX 	 1.08141 	 other biological processes 
F66KHFO01DURJD 	 0.257676 	 other metabolic processes 
F66KHFO01DUS09 	 0.263273 	 protein metabolism  
F66KHFO01DUS09 	 0.263273 	 stress response  
F66KHFO01DUSC2 	 0.301292 	 transport   
F66KHFO01DUX87 	 0.56436 	 other metabolic processes 
F66KHFO01DUYR3 	 0.515661 	 cell organization and biogenesis
F66KHFO01DUYR3 	 0.515661 	 other biological processes 
F66KHFO01DUYR3 	 0.515661 	 other metabolic processes 
F66KHFO01DV08X 	 0.25571 	 cell adhesion  
F66KHFO01DV08X 	 0.25571 	 cell organization and biogenesis
F66KHFO01DV08X 	 0.25571 	 developmental processes  
F66KHFO01DV08X 	 0.25571 	 other biological processes 
F66KHFO01DV08X 	 0.25571 	 signal transduction  
F66KHFO01DV0QY 	 0.422038 	 other metabolic processes 
F66KHFO01DV26Q 	 0.576898 	 RNA metabolism  
F66KHFO01DV26Q 	 0.576898 	 protein metabolism  
F66KHFO01DV465 	 0.675866 	 cell cycle and proliferation
F66KHFO01DV465 	 0.675866 	 cell organization and biogenesis
F66KHFO01DV465 	 0.675866 	 developmental processes  
F66KHFO01DV465 	 0.675866 	 other biological processes 
F66KHFO01DV465 	 0.675866 	 other metabolic processes 
F66KHFO01DV465 	 0.675866 	 stress response  
F66KHFO01DV4GU 	 0.548971 	 RNA metabolism  
F66KHFO01DV4GU 	 0.548971 	 developmental processes  
F66KHFO01DV4GU 	 0.548971 	 other biological processes 
F66KHFO01DV4GU 	 0.548971 	 protein metabolism  
F66KHFO01DV4GU 	 0.548971 	 signal transduction  
F66KHFO01DV5MB 	 0.25522 	 developmental processes  
F66KHFO01DV5MB 	 0.25522 	 other biological processes 
F66KHFO01DV5MB 	 0.25522 	 other metabolic processes 
F66KHFO01DV5MB 	 0.25522 	 protein metabolism  
F66KHFO01DV5MB 	 0.25522 	 signal transduction  
F66KHFO01DV5MB 	 0.25522 	 transport   
F66KHFO01DV5PY 	 0.142789 	 cell adhesion  
F66KHFO01DV5PY 	 0.142789 	 other biological processes 
F66KHFO01DV8QH 	 0.63675 	 RNA metabolism  
F66KHFO01DV8QH 	 0.63675 	 cell organization and biogenesis
F66KHFO01DV8QH 	 0.63675 	 protein metabolism  
F66KHFO01DV9DX 	 0.323551 	 developmental processes  
F66KHFO01DV9DX 	 0.323551 	 other biological processes 
F66KHFO01DV9DX 	 0.323551 	 protein metabolism  
F66KHFO01DVAKY 	 0.909289 	 RNA metabolism  
F66KHFO01DVBNQ 	 1.09473 	 signal transduction  
F66KHFO01DVBP4 	 0.437596 	 RNA metabolism  
F66KHFO01DVBP4 	 0.437596 	 cell organization and biogenesis
F66KHFO01DVBP4 	 0.437596 	 protein metabolism  
F66KHFO01DVDB2 	 0.278374 	 transport   
F66KHFO01DVDCB 	 0.57917 	 RNA metabolism  
F66KHFO01DVDI1 	 0.733634 	 cell organization and biogenesis
F66KHFO01DVDI1 	 0.733634 	 cell-cell signaling  
F66KHFO01DVDI1 	 0.733634 	 developmental processes  
F66KHFO01DVDI1 	 0.733634 	 other biological processes 
F66KHFO01DVDI1 	 0.733634 	 other metabolic processes 
F66KHFO01DVDI1 	 0.733634 	 protein metabolism  
F66KHFO01DVEQA 	 0.141593 	 developmental processes  
F66KHFO01DVEQA 	 0.141593 	 other biological processes 
F66KHFO01DVEQA 	 0.141593 	 other metabolic processes 
F66KHFO01DVEQA 	 0.141593 	 stress response  
F66KHFO01DVF0P 	 0.322338 	 RNA metabolism  
F66KHFO01DVF0P 	 0.322338 	 other biological processes 
F66KHFO01DVF0P 	 0.322338 	 protein metabolism  
F66KHFO01DVF0P 	 0.322338 	 signal transduction  
F66KHFO01DVF0P 	 0.322338 	 stress response  
F66KHFO01DVG0L 	 0.147899 	 other biological processes 
F66KHFO01DVGAA 	 0.595032 	 cell organization and biogenesis
F66KHFO01DVGAA 	 0.595032 	 other biological processes 
F66KHFO01DVGAA 	 0.595032 	 other metabolic processes 
F66KHFO01DVGAA 	 0.595032 	 signal transduction  
F66KHFO01DVGAA 	 0.595032 	 transport   
F66KHFO01DVH01 	 0.640519 	 cell-cell signaling  
F66KHFO01DVH01 	 0.640519 	 other metabolic processes 
F66KHFO01DVH01 	 0.640519 	 transport   
F66KHFO01DVHPZ 	 0.667365 	 other biological processes 
F66KHFO01DVHPZ 	 0.667365 	 stress response  
F66KHFO01DVHPZ 	 0.667365 	 transport   
F66KHFO01DVIE3 	 0.944077 	 other biological processes 
F66KHFO01DVIE3 	 0.944077 	 signal transduction  
F66KHFO01DVIQV 	 0.577299 	 cell cycle and proliferation
F66KHFO01DVIQV 	 0.577299 	 cell organization and biogenesis
F66KHFO01DVIQV 	 0.577299 	 developmental processes  
F66KHFO01DVIQV 	 0.577299 	 other biological processes 
F66KHFO01DVIQV 	 0.577299 	 signal transduction  
F66KHFO01DVIQV 	 0.577299 	 transport   
F66KHFO01DVLVZ 	 0.198094 	 protein metabolism  
F66KHFO01DVLVZ 	 0.198094 	 stress response  
F66KHFO01DVM9H 	 0.335493 	 RNA metabolism  
F66KHFO01DVM9H 	 0.335493 	 other biological processes 
F66KHFO01DVMNW 	 1.06688 	 cell organization and biogenesis
F66KHFO01DVMNW 	 1.06688 	 developmental processes  
F66KHFO01DVMNW 	 1.06688 	 other biological processes 
F66KHFO01DVMNW 	 1.06688 	 transport   
F66KHFO01DVR5F 	 1.08049 	 RNA metabolism  
F66KHFO01DVS1E 	 0.461542 	 cell adhesion  
F66KHFO01DVSPX 	 0.622953 	 cell organization and biogenesis
F66KHFO01DVSPX 	 0.622953 	 death   
F66KHFO01DVSPX 	 0.622953 	 developmental processes  
F66KHFO01DVSPX 	 0.622953 	 other metabolic processes 
F66KHFO01DVSPX 	 0.622953 	 protein metabolism  
F66KHFO01DVSPX 	 0.622953 	 signal transduction  
F66KHFO01DVSWM 	 0.722363 	 signal transduction  
F66KHFO01DVSWM 	 0.722363 	 transport   
F66KHFO01DVT9J 	 1.12246 	 protein metabolism  
F66KHFO01DVT9J 	 1.12246 	 transport   
F66KHFO01DVTI0 	 0.656607 	 other metabolic processes 
F66KHFO01DVWKU 	 1.18109 	 developmental processes  
F66KHFO01DVWKU 	 1.18109 	 other biological processes 
F66KHFO01DVX1O 	 0.304281 	 other biological processes 
F66KHFO01DW4SD 	 0.458935 	 cell organization and biogenesis
F66KHFO01DW4SD 	 0.458935 	 other biological processes 
F66KHFO01DW4SD 	 0.458935 	 stress response  
F66KHFO01DW4SD 	 0.458935 	 transport   
F66KHFO01DW559 	 0.636997 	 other metabolic processes 
F66KHFO01DW57F 	 1.01122 	 other metabolic processes 
F66KHFO01DW5YJ 	 0.624801 	 other metabolic processes 
F66KHFO01DW5YJ 	 0.624801 	 protein metabolism  
F66KHFO01DW88G 	 0.885917 	 other metabolic processes 
F66KHFO01DW88G 	 0.885917 	 transport   
F66KHFO01DW8M6 	 1.14089 	 other metabolic processes 
