Spi_contig00032 	 0.484363 	 cell cycle and proliferation
Spi_isotig11916 	 0.674635 	 RNA metabolism  
Spi_isotig11919 	 0.530322 	 protein metabolism  
Spi_isotig11920 	 1.15055 	 transport   
Spi_isotig11926 	 0.593857 	 death   
Spi_isotig11926 	 0.593857 	 RNA metabolism  
Spi_isotig11926 	 0.593857 	 signal transduction  
Spi_isotig11927 	 0.404806 	 other metabolic processes 
Spi_isotig11928 	 0.774614 	 RNA metabolism  
Spi_isotig11932 	 0.137799 	 DNA metabolism  
Spi_isotig11932 	 0.137799 	 RNA metabolism  
Spi_isotig11933 	 0.822809 	 other biological processes 
Spi_isotig11936 	 0.36439 	 RNA metabolism  
Spi_isotig11938 	 0.691516 	 protein metabolism  
Spi_isotig11940 	 0.785945 	 cell organization and biogenesis
Spi_isotig11940 	 0.785945 	 death   
Spi_isotig11940 	 0.785945 	 other biological processes 
Spi_isotig11940 	 0.785945 	 other metabolic processes 
Spi_isotig11940 	 0.785945 	 protein metabolism  
Spi_isotig11940 	 0.785945 	 RNA metabolism  
Spi_isotig11940 	 0.785945 	 signal transduction  
Spi_isotig11941 	 0.417917 	 cell cycle and proliferation
Spi_isotig11941 	 0.417917 	 death   
Spi_isotig11941 	 0.417917 	 other biological processes 
Spi_isotig11941 	 0.417917 	 other metabolic processes 
Spi_isotig11941 	 0.417917 	 protein metabolism  
Spi_isotig11941 	 0.417917 	 RNA metabolism  
Spi_isotig11941 	 0.417917 	 signal transduction  
Spi_isotig11941 	 0.417917 	 stress response  
Spi_isotig11942 	 0.560251 	 other metabolic processes 
Spi_isotig11942 	 0.560251 	 transport   
Spi_isotig11947 	 0.422787 	 other biological processes 
Spi_isotig11947 	 0.422787 	 protein metabolism  
Spi_isotig11947 	 0.422787 	 RNA metabolism  
Spi_isotig11953 	 0.782053 	 cell-cell signaling  
Spi_isotig11953 	 0.782053 	 cell organization and biogenesis
Spi_isotig11953 	 0.782053 	 developmental processes  
Spi_isotig11953 	 0.782053 	 other biological processes 
Spi_isotig11953 	 0.782053 	 other metabolic processes 
Spi_isotig11953 	 0.782053 	 protein metabolism  
Spi_isotig11958 	 0.723734 	 transport   
Spi_isotig11961 	 0.568815 	 cell organization and biogenesis
Spi_isotig11961 	 0.568815 	 death   
Spi_isotig11961 	 0.568815 	 developmental processes  
Spi_isotig11961 	 0.568815 	 other biological processes 
Spi_isotig11961 	 0.568815 	 transport   
Spi_isotig11963 	 0.118772 	 cell organization and biogenesis
Spi_isotig11963 	 0.118772 	 developmental processes  
Spi_isotig11963 	 0.118772 	 other biological processes 
Spi_isotig11963 	 0.118772 	 other metabolic processes 
Spi_isotig11963 	 0.118772 	 protein metabolism  
Spi_isotig11963 	 0.118772 	 RNA metabolism  
Spi_isotig11963 	 0.118772 	 transport   
Spi_isotig11965 	 0.615569 	 RNA metabolism  
Spi_isotig11967 	 0.938992 	 RNA metabolism  
Spi_isotig11970 	 0.518715 	 other biological processes 
Spi_isotig11970 	 0.518715 	 RNA metabolism  
Spi_isotig11970 	 0.518715 	 stress response  
Spi_isotig11973 	 0.949016 	 transport   
Spi_isotig11974 	 0.395127 	 other metabolic processes 
Spi_isotig11978 	 0.612772 	 other biological processes 
Spi_isotig11979 	 1.14934 	 signal transduction  
Spi_isotig11980 	 0.593961 	 cell-cell signaling  
Spi_isotig11981 	 0.717356 	 other biological processes 
Spi_isotig11983 	 0.148296 	 other biological processes 
Spi_isotig11983 	 0.148296 	 RNA metabolism  
Spi_isotig11983 	 0.148296 	 signal transduction  
Spi_isotig11984 	 0.697934 	 other metabolic processes 
Spi_isotig11989 	 0.303443 	 cell cycle and proliferation
Spi_isotig11989 	 0.303443 	 cell organization and biogenesis
Spi_isotig11989 	 0.303443 	 RNA metabolism  
Spi_isotig11990 	 1.21701 	 other metabolic processes 
Spi_isotig11990 	 1.21701 	 protein metabolism  
Spi_isotig11991 	 0.65124 	 transport   
Spi_isotig11992 	 1.08604 	 other biological processes 
Spi_isotig11992 	 1.08604 	 other metabolic processes 
Spi_isotig11992 	 1.08604 	 signal transduction  
Spi_isotig12000 	 0.423396 	 other biological processes 
Spi_isotig12000 	 0.423396 	 other metabolic processes 
Spi_isotig12000 	 0.423396 	 stress response  
Spi_isotig12002 	 1.27809 	 cell organization and biogenesis
Spi_isotig12002 	 1.27809 	 developmental processes  
Spi_isotig12002 	 1.27809 	 protein metabolism  
Spi_isotig12002 	 1.27809 	 RNA metabolism  
Spi_isotig12005 	 0.776371 	 cell adhesion  
Spi_isotig12009 	 1.00535 	 cell cycle and proliferation
Spi_isotig12010 	 0.495091 	 cell cycle and proliferation
Spi_isotig12010 	 0.495091 	 cell organization and biogenesis
Spi_isotig12010 	 0.495091 	 other biological processes 
Spi_isotig12015 	 0.490308 	 developmental processes  
Spi_isotig12015 	 0.490308 	 other biological processes 
Spi_isotig12015 	 0.490308 	 protein metabolism  
Spi_isotig12015 	 0.490308 	 RNA metabolism  
Spi_isotig12018 	 0.912831 	 cell organization and biogenesis
Spi_isotig12018 	 0.912831 	 other metabolic processes 
Spi_isotig12018 	 0.912831 	 protein metabolism  
Spi_isotig12018 	 0.912831 	 RNA metabolism  
Spi_isotig12019 	 0.908032 	 cell organization and biogenesis
Spi_isotig12019 	 0.908032 	 developmental processes  
Spi_isotig12019 	 0.908032 	 other biological processes 
Spi_isotig12019 	 0.908032 	 other metabolic processes 
Spi_isotig12019 	 0.908032 	 signal transduction  
Spi_isotig12019 	 0.908032 	 stress response  
Spi_isotig12019 	 0.908032 	 transport   
Spi_isotig12029 	 0.240925 	 stress response  
Spi_isotig12031 	 0.326671 	 other metabolic processes 
Spi_isotig12033 	 0.454443 	 other metabolic processes 
Spi_isotig12038 	 0.738463 	 cell cycle and proliferation
Spi_isotig12038 	 0.738463 	 cell organization and biogenesis
Spi_isotig12038 	 0.738463 	 death   
Spi_isotig12038 	 0.738463 	 developmental processes  
Spi_isotig12038 	 0.738463 	 other biological processes 
Spi_isotig12038 	 0.738463 	 RNA metabolism  
Spi_isotig12038 	 0.738463 	 signal transduction  
Spi_isotig12039 	 0.345507 	 protein metabolism  
Spi_isotig12041 	 0.396542 	 transport   
Spi_isotig12042 	 0.594965 	 other biological processes 
Spi_isotig12042 	 0.594965 	 transport   
Spi_isotig12043 	 0.745156 	 cell organization and biogenesis
Spi_isotig12044 	 0.137309 	 signal transduction  
Spi_isotig12046 	 0.933016 	 other biological processes 
Spi_isotig12046 	 0.933016 	 protein metabolism  
Spi_isotig12046 	 0.933016 	 stress response  
Spi_isotig12047 	 0.436843 	 other metabolic processes 
Spi_isotig12047 	 0.436843 	 transport   
Spi_isotig12050 	 1.2019 	 developmental processes  
Spi_isotig12050 	 1.2019 	 other biological processes 
Spi_isotig12055 	 0.585706 	 transport   
Spi_isotig12056 	 0.63143 	 other biological processes 
Spi_isotig12056 	 0.63143 	 protein metabolism  
Spi_isotig12058 	 0.771847 	 developmental processes  
Spi_isotig12058 	 0.771847 	 other biological processes 
Spi_isotig12058 	 0.771847 	 RNA metabolism  
Spi_isotig12060 	 0.77403 	 developmental processes  
Spi_isotig12060 	 0.77403 	 other biological processes 
Spi_isotig12060 	 0.77403 	 other metabolic processes 
Spi_isotig12066 	 0.830526 	 other biological processes 
Spi_isotig12067 	 0.818038 	 developmental processes  
Spi_isotig12067 	 0.818038 	 signal transduction  
Spi_isotig12071 	 0.36377 	 developmental processes  
Spi_isotig12071 	 0.36377 	 other biological processes 
Spi_isotig12071 	 0.36377 	 other metabolic processes 
Spi_isotig12075 	 0.521228 	 cell organization and biogenesis
Spi_isotig12075 	 0.521228 	 protein metabolism  
Spi_isotig12078 	 0.334986 	 RNA metabolism  
Spi_isotig12082 	 0.414981 	 transport   
Spi_isotig12086 	 0.70846 	 other biological processes 
Spi_isotig12086 	 0.70846 	 other metabolic processes 
Spi_isotig12086 	 0.70846 	 signal transduction  
Spi_isotig12091 	 0.388831 	 cell cycle and proliferation
Spi_isotig12091 	 0.388831 	 other biological processes 
Spi_isotig12097 	 0.442164 	 protein metabolism  
Spi_isotig12098 	 0.733515 	 other biological processes 
Spi_isotig12098 	 0.733515 	 protein metabolism  
Spi_isotig12099 	 0.111206 	 DNA metabolism  
Spi_isotig12100 	 0.875977 	 other biological processes 
Spi_isotig12100 	 0.875977 	 other metabolic processes 
Spi_isotig12100 	 0.875977 	 transport   
Spi_isotig12105 	 0.660253 	 stress response  
Spi_isotig12106 	 0.426985 	 other biological processes 
Spi_isotig12106 	 0.426985 	 signal transduction  
Spi_isotig12109 	 0.229269 	 DNA metabolism  
Spi_isotig12109 	 0.229269 	 stress response  
Spi_isotig12114 	 0.356727 	 other metabolic processes 
Spi_isotig12114 	 0.356727 	 stress response  
Spi_isotig12121 	 0.394905 	 other biological processes 
Spi_isotig12121 	 0.394905 	 protein metabolism  
Spi_isotig12123 	 0.643253 	 other biological processes 
Spi_isotig12123 	 0.643253 	 RNA metabolism  
Spi_isotig12125 	 0.66633 	 other biological processes 
Spi_isotig12125 	 0.66633 	 protein metabolism  
Spi_isotig12125 	 0.66633 	 signal transduction  
Spi_isotig12131 	 0.267643 	 other biological processes 
Spi_isotig12131 	 0.267643 	 signal transduction  
Spi_isotig12136 	 0.890141 	 cell cycle and proliferation
Spi_isotig12136 	 0.890141 	 other biological processes 
Spi_isotig12136 	 0.890141 	 other metabolic processes 
Spi_isotig12136 	 0.890141 	 protein metabolism  
Spi_isotig12140 	 0.471934 	 other metabolic processes 
Spi_isotig12141 	 0.619 	 cell-cell signaling  
Spi_isotig12141 	 0.619 	 developmental processes  
Spi_isotig12141 	 0.619 	 other biological processes 
Spi_isotig12141 	 0.619 	 protein metabolism  
Spi_isotig12145 	 0.0966886 	 RNA metabolism  
Spi_isotig12148 	 1.02596 	 transport   
Spi_isotig12151 	 1.23108 	 developmental processes  
Spi_isotig12151 	 1.23108 	 signal transduction  
Spi_isotig12152 	 0.529862 	 other biological processes 
Spi_isotig12152 	 0.529862 	 other metabolic processes 
Spi_isotig12154 	 0.59081 	 other biological processes 
Spi_isotig12163 	 0.956588 	 protein metabolism  
Spi_isotig12164 	 0.588091 	 transport   
Spi_isotig12166 	 0.319656 	 signal transduction  
Spi_isotig12172 	 0.921364 	 transport   
Spi_isotig12174 	 0.946976 	 other metabolic processes 
Spi_isotig12175 	 0.987881 	 signal transduction  
Spi_isotig12175 	 0.987881 	 transport   
Spi_isotig12177 	 0.842444 	 cell cycle and proliferation
Spi_isotig12177 	 0.842444 	 death   
Spi_isotig12177 	 0.842444 	 developmental processes  
Spi_isotig12177 	 0.842444 	 other metabolic processes 
Spi_isotig12177 	 0.842444 	 protein metabolism  
Spi_isotig12177 	 0.842444 	 signal transduction  
Spi_isotig12179 	 0.863315 	 cell organization and biogenesis
Spi_isotig12180 	 0.950756 	 death   
Spi_isotig12180 	 0.950756 	 developmental processes  
Spi_isotig12180 	 0.950756 	 other biological processes 
Spi_isotig12180 	 0.950756 	 other metabolic processes 
Spi_isotig12180 	 0.950756 	 protein metabolism  
Spi_isotig12180 	 0.950756 	 signal transduction  
Spi_isotig12180 	 0.950756 	 stress response  
Spi_isotig12182 	 1.15837 	 other biological processes 
Spi_isotig12182 	 1.15837 	 protein metabolism  
Spi_isotig12182 	 1.15837 	 stress response  
Spi_isotig12187 	 0.337431 	 protein metabolism  
Spi_isotig12187 	 0.337431 	 RNA metabolism  
Spi_isotig12188 	 0.237836 	 other biological processes 
Spi_isotig12188 	 0.237836 	 other metabolic processes 
Spi_isotig12188 	 0.237836 	 protein metabolism  
Spi_isotig12191 	 0.965205 	 transport   
Spi_isotig12192 	 0.773925 	 signal transduction  
Spi_isotig12193 	 1.05229 	 death   
Spi_isotig12194 	 1.08265 	 cell organization and biogenesis
Spi_isotig12194 	 1.08265 	 developmental processes  
Spi_isotig12194 	 1.08265 	 other biological processes 
Spi_isotig12194 	 1.08265 	 signal transduction  
Spi_isotig12198 	 0.549715 	 cell cycle and proliferation
Spi_isotig12198 	 0.549715 	 other biological processes 
Spi_isotig12198 	 0.549715 	 protein metabolism  
Spi_isotig12198 	 0.549715 	 signal transduction  
Spi_isotig12198 	 0.549715 	 stress response  
Spi_isotig12201 	 0.742386 	 developmental processes  
Spi_isotig12201 	 0.742386 	 RNA metabolism  
Spi_isotig12203 	 1.00216 	 other metabolic processes 
Spi_isotig12204 	 0.516504 	 other metabolic processes 
Spi_isotig12206 	 0.77641 	 other biological processes 
Spi_isotig12209 	 0.541864 	 cell cycle and proliferation
Spi_isotig12209 	 0.541864 	 developmental processes  
Spi_isotig12209 	 0.541864 	 other biological processes 
Spi_isotig12209 	 0.541864 	 RNA metabolism  
Spi_isotig12216 	 0.721046 	 cell organization and biogenesis
Spi_isotig12216 	 0.721046 	 death   
Spi_isotig12216 	 0.721046 	 other biological processes 
Spi_isotig12216 	 0.721046 	 other metabolic processes 
Spi_isotig12216 	 0.721046 	 protein metabolism  
Spi_isotig12216 	 0.721046 	 RNA metabolism  
Spi_isotig12216 	 0.721046 	 signal transduction  
Spi_isotig12216 	 0.721046 	 stress response  
Spi_isotig12216 	 0.721046 	 transport   
Spi_isotig12222 	 0.437488 	 other biological processes 
Spi_isotig12222 	 0.437488 	 protein metabolism  
Spi_isotig12222 	 0.437488 	 RNA metabolism  
Spi_isotig12228 	 0.309622 	 other biological processes 
Spi_isotig12229 	 1.20287 	 cell organization and biogenesis
Spi_isotig12229 	 1.20287 	 other biological processes 
Spi_isotig12230 	 0.73519 	 cell adhesion  
Spi_isotig12230 	 0.73519 	 cell-cell signaling  
Spi_isotig12230 	 0.73519 	 developmental processes  
Spi_isotig12230 	 0.73519 	 other biological processes 
Spi_isotig12230 	 0.73519 	 protein metabolism  
Spi_isotig12230 	 0.73519 	 signal transduction  
Spi_isotig12235 	 0.607396 	 cell cycle and proliferation
Spi_isotig12235 	 0.607396 	 cell organization and biogenesis
Spi_isotig12235 	 0.607396 	 other biological processes 
Spi_isotig12236 	 0.257278 	 other metabolic processes 
Spi_isotig12242 	 0.556876 	 transport   
Spi_isotig12247 	 0.672516 	 other biological processes 
Spi_isotig12247 	 0.672516 	 other metabolic processes 
Spi_isotig12252 	 0.725906 	 developmental processes  
Spi_isotig12252 	 0.725906 	 other biological processes 
Spi_isotig12252 	 0.725906 	 other metabolic processes 
Spi_isotig12252 	 0.725906 	 stress response  
Spi_isotig12256 	 0.89511 	 other biological processes 
Spi_isotig12256 	 0.89511 	 signal transduction  
Spi_isotig12259 	 0.874445 	 protein metabolism  
Spi_isotig12263 	 0.660902 	 protein metabolism  
Spi_isotig12264 	 0.40163 	 other metabolic processes 
Spi_isotig12264 	 0.40163 	 transport   
Spi_isotig12265 	 0.900562 	 other metabolic processes 
Spi_isotig12268 	 0.606427 	 death   
Spi_isotig12268 	 0.606427 	 other metabolic processes 
Spi_isotig12270 	 0.790851 	 other metabolic processes 
Spi_isotig12270 	 0.790851 	 transport   
Spi_isotig12271 	 0.407737 	 other biological processes 
Spi_isotig12271 	 0.407737 	 other metabolic processes 
Spi_isotig12271 	 0.407737 	 RNA metabolism  
Spi_isotig12271 	 0.407737 	 transport   
Spi_isotig12279 	 0.74732 	 cell-cell signaling  
Spi_isotig12279 	 0.74732 	 cell organization and biogenesis
Spi_isotig12279 	 0.74732 	 death   
Spi_isotig12279 	 0.74732 	 developmental processes  
Spi_isotig12279 	 0.74732 	 other biological processes 
Spi_isotig12279 	 0.74732 	 other metabolic processes 
Spi_isotig12279 	 0.74732 	 RNA metabolism  
Spi_isotig12279 	 0.74732 	 signal transduction  
Spi_isotig12290 	 0.110273 	 cell cycle and proliferation
Spi_isotig12290 	 0.110273 	 cell organization and biogenesis
Spi_isotig12290 	 0.110273 	 other biological processes 
Spi_isotig12290 	 0.110273 	 protein metabolism  
Spi_isotig12291 	 0.226865 	 other biological processes 
Spi_isotig12294 	 0.556974 	 other biological processes 
Spi_isotig12294 	 0.556974 	 other metabolic processes 
Spi_isotig12295 	 0.561279 	 cell organization and biogenesis
Spi_isotig12295 	 0.561279 	 death   
Spi_isotig12295 	 0.561279 	 protein metabolism  
Spi_isotig12296 	 0.513271 	 protein metabolism  
Spi_isotig12297 	 0.587811 	 death   
Spi_isotig12297 	 0.587811 	 transport   
Spi_isotig12298 	 0.943971 	 developmental processes  
Spi_isotig12298 	 0.943971 	 other biological processes 
Spi_isotig12298 	 0.943971 	 RNA metabolism  
Spi_isotig12299 	 0.10874 	 cell cycle and proliferation
Spi_isotig12299 	 0.10874 	 cell organization and biogenesis
Spi_isotig12299 	 0.10874 	 other biological processes 
Spi_isotig12306 	 0.772123 	 developmental processes  
Spi_isotig12306 	 0.772123 	 other biological processes 
Spi_isotig12306 	 0.772123 	 protein metabolism  
Spi_isotig12309 	 0.645865 	 cell organization and biogenesis
Spi_isotig12309 	 0.645865 	 developmental processes  
Spi_isotig12309 	 0.645865 	 other metabolic processes 
Spi_isotig12311 	 0.20576 	 protein metabolism  
Spi_isotig12313 	 0.278475 	 other biological processes 
Spi_isotig12314 	 0.65423 	 other biological processes 
Spi_isotig12314 	 0.65423 	 protein metabolism  
Spi_isotig12323 	 0.562087 	 developmental processes  
Spi_isotig12323 	 0.562087 	 other biological processes 
Spi_isotig12327 	 1.00921 	 other metabolic processes 
Spi_isotig12333 	 0.365518 	 cell cycle and proliferation
Spi_isotig12333 	 0.365518 	 cell organization and biogenesis
Spi_isotig12333 	 0.365518 	 developmental processes  
Spi_isotig12333 	 0.365518 	 DNA metabolism  
Spi_isotig12333 	 0.365518 	 other metabolic processes 
Spi_isotig12333 	 0.365518 	 protein metabolism  
Spi_isotig12333 	 0.365518 	 RNA metabolism  
Spi_isotig12333 	 0.365518 	 stress response  
Spi_isotig12334 	 0.318688 	 cell cycle and proliferation
Spi_isotig12334 	 0.318688 	 other biological processes 
Spi_isotig12334 	 0.318688 	 other metabolic processes 
Spi_isotig12334 	 0.318688 	 signal transduction  
Spi_isotig12339 	 0.492345 	 death   
Spi_isotig12339 	 0.492345 	 developmental processes  
Spi_isotig12339 	 0.492345 	 other biological processes 
Spi_isotig12339 	 0.492345 	 other metabolic processes 
Spi_isotig12339 	 0.492345 	 protein metabolism  
Spi_isotig12339 	 0.492345 	 signal transduction  
Spi_isotig12339 	 0.492345 	 stress response  
Spi_isotig12340 	 0.793742 	 other metabolic processes 
Spi_isotig12346 	 0.24561 	 DNA metabolism  
Spi_isotig12346 	 0.24561 	 protein metabolism  
Spi_isotig12346 	 0.24561 	 RNA metabolism  
Spi_isotig12347 	 0.329376 	 other metabolic processes 
Spi_isotig12350 	 0.507664 	 other biological processes 
Spi_isotig12350 	 0.507664 	 other metabolic processes 
Spi_isotig12352 	 0.913878 	 other biological processes 
Spi_isotig12359 	 0.6973 	 cell organization and biogenesis
Spi_isotig12359 	 0.6973 	 death   
Spi_isotig12359 	 0.6973 	 other biological processes 
Spi_isotig12359 	 0.6973 	 protein metabolism  
Spi_isotig12359 	 0.6973 	 signal transduction  
Spi_isotig12364 	 0.557246 	 other biological processes 
Spi_isotig12365 	 0.33064 	 other biological processes 
Spi_isotig12370 	 0.599545 	 protein metabolism  
Spi_isotig12370 	 0.599545 	 RNA metabolism  
Spi_isotig12371 	 0.114235 	 other biological processes 
Spi_isotig12371 	 0.114235 	 other metabolic processes 
Spi_isotig12371 	 0.114235 	 transport   
Spi_isotig12384 	 0.822493 	 other biological processes 
Spi_isotig12384 	 0.822493 	 other metabolic processes 
Spi_isotig12384 	 0.822493 	 RNA metabolism  
Spi_isotig12384 	 0.822493 	 transport   
Spi_isotig12386 	 0.832893 	 cell organization and biogenesis
Spi_isotig12386 	 0.832893 	 developmental processes  
Spi_isotig12386 	 0.832893 	 other metabolic processes 
Spi_isotig12387 	 1.08908 	 developmental processes  
Spi_isotig12387 	 1.08908 	 other biological processes 
Spi_isotig12390 	 0.649267 	 transport   
Spi_isotig12397 	 0.85735 	 cell organization and biogenesis
Spi_isotig12397 	 0.85735 	 RNA metabolism  
Spi_isotig12400 	 0.774382 	 cell cycle and proliferation
Spi_isotig12404 	 0.337635 	 other metabolic processes 
Spi_isotig12405 	 0.763462 	 cell cycle and proliferation
Spi_isotig12405 	 0.763462 	 cell organization and biogenesis
Spi_isotig12405 	 0.763462 	 developmental processes  
Spi_isotig12405 	 0.763462 	 other biological processes 
Spi_isotig12410 	 0.789175 	 other biological processes 
Spi_isotig12413 	 0.480611 	 other biological processes 
Spi_isotig12413 	 0.480611 	 other metabolic processes 
Spi_isotig12413 	 0.480611 	 transport   
Spi_isotig12415 	 0.715176 	 cell adhesion  
Spi_isotig12415 	 0.715176 	 other metabolic processes 
Spi_isotig12415 	 0.715176 	 protein metabolism  
Spi_isotig12418 	 0.745475 	 cell organization and biogenesis
Spi_isotig12418 	 0.745475 	 developmental processes  
Spi_isotig12418 	 0.745475 	 protein metabolism  
Spi_isotig12418 	 0.745475 	 signal transduction  
Spi_isotig12418 	 0.745475 	 transport   
Spi_isotig12422 	 0.573946 	 other metabolic processes 
Spi_isotig12428 	 0.814467 	 other metabolic processes 
Spi_isotig12429 	 0.47521 	 developmental processes  
Spi_isotig12431 	 0.819647 	 other biological processes 
Spi_isotig12431 	 0.819647 	 other metabolic processes 
Spi_isotig12432 	 0.860885 	 other biological processes 
Spi_isotig12432 	 0.860885 	 protein metabolism  
Spi_isotig12432 	 0.860885 	 signal transduction  
Spi_isotig12436 	 0.484377 	 developmental processes  
Spi_isotig12436 	 0.484377 	 DNA metabolism  
Spi_isotig12436 	 0.484377 	 other biological processes 
Spi_isotig12436 	 0.484377 	 protein metabolism  
Spi_isotig12436 	 0.484377 	 RNA metabolism  
Spi_isotig12436 	 0.484377 	 stress response  
Spi_isotig12439 	 0.432001 	 DNA metabolism  
Spi_isotig12439 	 0.432001 	 other biological processes 
Spi_isotig12439 	 0.432001 	 other metabolic processes 
Spi_isotig12446 	 1.32843 	 protein metabolism  
Spi_isotig12448 	 0.757104 	 other biological processes 
Spi_isotig12448 	 0.757104 	 transport   
Spi_isotig12453 	 0.531916 	 transport   
Spi_isotig12458 	 0.516167 	 cell cycle and proliferation
Spi_isotig12458 	 0.516167 	 cell organization and biogenesis
Spi_isotig12460 	 1.26489 	 cell organization and biogenesis
Spi_isotig12460 	 1.26489 	 protein metabolism  
Spi_isotig12461 	 0.208956 	 cell cycle and proliferation
Spi_isotig12461 	 0.208956 	 cell organization and biogenesis
Spi_isotig12461 	 0.208956 	 developmental processes  
Spi_isotig12461 	 0.208956 	 DNA metabolism  
Spi_isotig12461 	 0.208956 	 other biological processes 
Spi_isotig12461 	 0.208956 	 other metabolic processes 
Spi_isotig12461 	 0.208956 	 protein metabolism  
Spi_isotig12461 	 0.208956 	 RNA metabolism  
Spi_isotig12461 	 0.208956 	 signal transduction  
Spi_isotig12461 	 0.208956 	 stress response  
Spi_isotig12462 	 0.218799 	 developmental processes  
Spi_isotig12462 	 0.218799 	 other metabolic processes 
Spi_isotig12468 	 0.582915 	 cell adhesion  
Spi_isotig12468 	 0.582915 	 cell-cell signaling  
Spi_isotig12468 	 0.582915 	 cell cycle and proliferation
Spi_isotig12468 	 0.582915 	 cell organization and biogenesis
Spi_isotig12468 	 0.582915 	 death   
Spi_isotig12468 	 0.582915 	 developmental processes  
Spi_isotig12468 	 0.582915 	 other biological processes 
Spi_isotig12468 	 0.582915 	 other metabolic processes 
Spi_isotig12468 	 0.582915 	 protein metabolism  
Spi_isotig12468 	 0.582915 	 RNA metabolism  
Spi_isotig12468 	 0.582915 	 signal transduction  
Spi_isotig12468 	 0.582915 	 stress response  
Spi_isotig12468 	 0.582915 	 transport   
Spi_isotig12474 	 1.2852 	 developmental processes  
Spi_isotig12474 	 1.2852 	 RNA metabolism  
Spi_isotig12478 	 0.898067 	 other metabolic processes 
Spi_isotig12483 	 0.844505 	 other metabolic processes 
Spi_isotig12484 	 0.60638 	 other metabolic processes 
Spi_isotig12484 	 0.60638 	 signal transduction  
Spi_isotig12485 	 0.926357 	 other biological processes 
Spi_isotig12485 	 0.926357 	 other metabolic processes 
Spi_isotig12486 	 0.824571 	 other metabolic processes 
Spi_isotig12488 	 0.338433 	 other metabolic processes 
Spi_isotig12488 	 0.338433 	 transport   
Spi_isotig12491 	 0.80931 	 cell organization and biogenesis
Spi_isotig12495 	 0.744778 	 RNA metabolism  
Spi_isotig12498 	 0.595429 	 cell organization and biogenesis
Spi_isotig12498 	 0.595429 	 other biological processes 
Spi_isotig12498 	 0.595429 	 other metabolic processes 
Spi_isotig12498 	 0.595429 	 protein metabolism  
Spi_isotig12498 	 0.595429 	 RNA metabolism  
Spi_isotig12498 	 0.595429 	 transport   
Spi_isotig12505 	 0.391715 	 other biological processes 
Spi_isotig12509 	 1.00755 	 RNA metabolism  
Spi_isotig12515 	 0.904268 	 other biological processes 
Spi_isotig12515 	 0.904268 	 transport   
Spi_isotig12517 	 0.29302 	 death   
Spi_isotig12517 	 0.29302 	 protein metabolism  
Spi_isotig12517 	 0.29302 	 RNA metabolism  
Spi_isotig12521 	 0.658131 	 other biological processes 
Spi_isotig12525 	 0.414873 	 protein metabolism  
Spi_isotig12529 	 0.463944 	 other biological processes 
Spi_isotig12529 	 0.463944 	 other metabolic processes 
Spi_isotig12530 	 0.711541 	 other metabolic processes 
Spi_isotig12535 	 0.874062 	 protein metabolism  
Spi_isotig12535 	 0.874062 	 stress response  
Spi_isotig12537 	 1.00266 	 signal transduction  
Spi_isotig12538 	 0.971597 	 other metabolic processes 
Spi_isotig12543 	 0.755946 	 other biological processes 
Spi_isotig12544 	 0.536733 	 other biological processes 
Spi_isotig12544 	 0.536733 	 stress response  
Spi_isotig12544 	 0.536733 	 transport   
Spi_isotig12547 	 0.791638 	 cell organization and biogenesis
Spi_isotig12547 	 0.791638 	 transport   
Spi_isotig12550 	 1.13187 	 developmental processes  
Spi_isotig12550 	 1.13187 	 signal transduction  
Spi_isotig12560 	 0.767729 	 other biological processes 
Spi_isotig12560 	 0.767729 	 other metabolic processes 
Spi_isotig12560 	 0.767729 	 transport   
Spi_isotig12562 	 0.765915 	 developmental processes  
Spi_isotig12562 	 0.765915 	 other biological processes 
Spi_isotig12562 	 0.765915 	 stress response  
Spi_isotig12567 	 0.882673 	 cell organization and biogenesis
Spi_isotig12567 	 0.882673 	 other metabolic processes 
Spi_isotig12567 	 0.882673 	 RNA metabolism  
Spi_isotig12575 	 0.557468 	 other biological processes 
Spi_isotig12575 	 0.557468 	 other metabolic processes 
Spi_isotig12577 	 0.97673 	 transport   
Spi_isotig12578 	 0.898756 	 cell organization and biogenesis
Spi_isotig12578 	 0.898756 	 other biological processes 
Spi_isotig12578 	 0.898756 	 transport   
Spi_isotig12579 	 1.09139 	 death   
Spi_isotig12581 	 0.724518 	 protein metabolism  
Spi_isotig12592 	 0.23158 	 other metabolic processes 
Spi_isotig12594 	 0.563104 	 other metabolic processes 
Spi_isotig12594 	 0.563104 	 protein metabolism  
Spi_isotig12595 	 0.611825 	 signal transduction  
Spi_isotig12601 	 0.335783 	 protein metabolism  
Spi_isotig12602 	 0.848604 	 other biological processes 
Spi_isotig12603 	 1.0438 	 other biological processes 
Spi_isotig12603 	 1.0438 	 other metabolic processes 
Spi_isotig12603 	 1.0438 	 protein metabolism  
Spi_isotig12603 	 1.0438 	 RNA metabolism  
Spi_isotig12603 	 1.0438 	 signal transduction  
Spi_isotig12604 	 0.318183 	 cell adhesion  
Spi_isotig12604 	 0.318183 	 signal transduction  
Spi_isotig12607 	 0.53349 	 cell organization and biogenesis
Spi_isotig12607 	 0.53349 	 other metabolic processes 
Spi_isotig12607 	 0.53349 	 transport   
Spi_isotig12609 	 0.674727 	 other metabolic processes 
Spi_isotig12615 	 0.886497 	 other metabolic processes 
Spi_isotig12615 	 0.886497 	 RNA metabolism  
