Locus_10004_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_10976 	 0.230119 	 transport    
transcripts_v2_12666 	 0.360479 	 other metabolic processes 
transcripts_v2_12671 	 0.778055 	 other biological processes 
transcripts_v2_12671 	 0.778055 	 other metabolic processes 
transcripts_v2_12671 	 0.778055 	 protein metabolism  
transcripts_v2_12682 	 0.623365 	 other metabolic processes 
transcripts_v2_12684 	 0.714231 	 other biological processes 
transcripts_v2_12700 	 1.03172 	 RNA metabolism  
transcripts_v2_12700 	 1.03172 	 developmental processes  
transcripts_v2_12704 	 0.724858 	 transport   
transcripts_v2_12707 	 0.472725 	 RNA metabolism  
transcripts_v2_12707 	 0.472725 	 cell cycle and proliferation
transcripts_v2_12707 	 0.472725 	 death   
transcripts_v2_12707 	 0.472725 	 other biological processes 
transcripts_v2_12707 	 0.472725 	 other metabolic processes 
transcripts_v2_12707 	 0.472725 	 protein metabolism  
transcripts_v2_12707 	 0.472725 	 signal transduction  
transcripts_v2_12707 	 0.472725 	 stress response  
transcripts_v2_12708 	 0.722407 	 cell adhesion  
transcripts_v2_12708 	 0.722407 	 cell cycle and proliferation
transcripts_v2_12708 	 0.722407 	 cell organization and biogenesis
transcripts_v2_12708 	 0.722407 	 death   
transcripts_v2_12708 	 0.722407 	 developmental processes  
transcripts_v2_12708 	 0.722407 	 other biological processes 
transcripts_v2_12708 	 0.722407 	 signal transduction  
transcripts_v2_12710 	 0.533998 	 developmental processes  
transcripts_v2_12710 	 0.533998 	 protein metabolism  
transcripts_v2_12710 	 0.533998 	 signal transduction  
transcripts_v2_1272 	 0.722915 	 other metabolic processes 
transcripts_v2_12721 	 0.431576 	 transport   
transcripts_v2_12732 	 0.651768 	 transport   
transcripts_v2_12749 	 0.593318 	 cell adhesion  
transcripts_v2_12749 	 0.593318 	 signal transduction  
transcripts_v2_12754 	 0.782409 	 cell organization and biogenesis
transcripts_v2_12754 	 0.782409 	 other metabolic processes 
transcripts_v2_12754 	 0.782409 	 stress response  
transcripts_v2_12754 	 0.782409 	 transport   
transcripts_v2_12763 	 0.740031 	 other biological processes 
transcripts_v2_12764 	 0.63205 	 RNA metabolism  
transcripts_v2_12773 	 0.197699 	 other biological processes 
transcripts_v2_12773 	 0.197699 	 other metabolic processes 
transcripts_v2_12773 	 0.197699 	 signal transduction  
transcripts_v2_12806 	 0.175088 	 transport   
transcripts_v2_12814 	 0.171433 	 cell organization and biogenesis
transcripts_v2_12814 	 0.171433 	 other biological processes 
transcripts_v2_12814 	 0.171433 	 stress response  
transcripts_v2_12814 	 0.171433 	 transport   
transcripts_v2_12831 	 1.0731 	 cell cycle and proliferation
transcripts_v2_12831 	 1.0731 	 cell organization and biogenesis
transcripts_v2_12831 	 1.0731 	 developmental processes  
transcripts_v2_12831 	 1.0731 	 other biological processes 
transcripts_v2_12832 	 0.328432 	 transport   
transcripts_v2_12839 	 0.381881 	 death   
transcripts_v2_12842 	 0.242716 	 other biological processes 
transcripts_v2_12856 	 0.260204 	 RNA metabolism  
transcripts_v2_12856 	 0.260204 	 cell cycle and proliferation
transcripts_v2_12856 	 0.260204 	 death   
transcripts_v2_12856 	 0.260204 	 developmental processes  
transcripts_v2_12856 	 0.260204 	 other biological processes 
transcripts_v2_12856 	 0.260204 	 other metabolic processes 
transcripts_v2_12856 	 0.260204 	 signal transduction  
transcripts_v2_12865 	 0.506192 	 protein metabolism  
transcripts_v2_12866 	 0.6475 	 transport   
transcripts_v2_12877 	 0.677521 	 DNA metabolism  
transcripts_v2_12877 	 0.677521 	 other biological processes 
transcripts_v2_12877 	 0.677521 	 stress response  
transcripts_v2_12883 	 0.680142 	 other metabolic processes 
transcripts_v2_12883 	 0.680142 	 signal transduction  
transcripts_v2_12884 	 0.709891 	 protein metabolism  
transcripts_v2_12886 	 0.683617 	 RNA metabolism  
transcripts_v2_12886 	 0.683617 	 cell organization and biogenesis
transcripts_v2_12886 	 0.683617 	 developmental processes  
transcripts_v2_12892 	 0.402335 	 RNA metabolism  
transcripts_v2_12892 	 0.402335 	 other biological processes 
transcripts_v2_12894 	 0.66771 	 RNA metabolism  
transcripts_v2_12895 	 0.274757 	 other metabolic processes 
transcripts_v2_12896 	 0.296079 	 other metabolic processes 
transcripts_v2_12899 	 0.389168 	 other metabolic processes 
transcripts_v2_12899 	 0.389168 	 transport   
transcripts_v2_12900 	 0.371064 	 other biological processes 
transcripts_v2_12900 	 0.371064 	 other metabolic processes 
transcripts_v2_12900 	 0.371064 	 transport   
transcripts_v2_12915 	 0.646845 	 cell organization and biogenesis
transcripts_v2_12915 	 0.646845 	 other biological processes 
transcripts_v2_12915 	 0.646845 	 protein metabolism  
transcripts_v2_12921 	 0.983503 	 other biological processes 
transcripts_v2_12924 	 0.644003 	 other biological processes 
transcripts_v2_12924 	 0.644003 	 stress response  
transcripts_v2_12924 	 0.644003 	 transport   
transcripts_v2_12930 	 0.368594 	 RNA metabolism  
transcripts_v2_12930 	 0.368594 	 other biological processes 
transcripts_v2_12930 	 0.368594 	 protein metabolism  
transcripts_v2_12930 	 0.368594 	 signal transduction  
transcripts_v2_12933 	 0.273151 	 protein metabolism  
transcripts_v2_12938 	 0.841347 	 other metabolic processes 
transcripts_v2_12945 	 0.728019 	 cell organization and biogenesis
transcripts_v2_12945 	 0.728019 	 developmental processes  
transcripts_v2_12945 	 0.728019 	 other biological processes 
transcripts_v2_12945 	 0.728019 	 signal transduction  
transcripts_v2_12956 	 0.291417 	 cell organization and biogenesis
transcripts_v2_12956 	 0.291417 	 developmental processes  
transcripts_v2_12956 	 0.291417 	 other biological processes 
transcripts_v2_12956 	 0.291417 	 other metabolic processes 
transcripts_v2_12956 	 0.291417 	 transport   
transcripts_v2_12959 	 0.529181 	 cell adhesion  
transcripts_v2_12959 	 0.529181 	 cell organization and biogenesis
transcripts_v2_12959 	 0.529181 	 developmental processes  
transcripts_v2_12959 	 0.529181 	 other biological processes 
transcripts_v2_1296 	 0.402568 	 cell cycle and proliferation
transcripts_v2_1296 	 0.402568 	 other biological processes 
transcripts_v2_12966 	 0.504443 	 cell organization and biogenesis
transcripts_v2_12966 	 0.504443 	 developmental processes  
transcripts_v2_12966 	 0.504443 	 other biological processes 
transcripts_v2_12966 	 0.504443 	 other metabolic processes 
transcripts_v2_12966 	 0.504443 	 transport   
transcripts_v2_12967 	 0.506058 	 cell organization and biogenesis
transcripts_v2_12967 	 0.506058 	 developmental processes  
transcripts_v2_12967 	 0.506058 	 other biological processes 
transcripts_v2_12967 	 0.506058 	 other metabolic processes 
transcripts_v2_12971 	 0.200501 	 transport   
transcripts_v2_12979 	 0.342174 	 cell adhesion  
transcripts_v2_12979 	 0.342174 	 cell organization and biogenesis
transcripts_v2_13012 	 0.253488 	 death   
transcripts_v2_13012 	 0.253488 	 other biological processes 
transcripts_v2_13012 	 0.253488 	 other metabolic processes 
transcripts_v2_13012 	 0.253488 	 signal transduction  
transcripts_v2_13012 	 0.253488 	 stress response  
transcripts_v2_13024 	 0.421208 	 protein metabolism  
transcripts_v2_13034 	 0.971177 	 other biological processes 
transcripts_v2_13034 	 0.971177 	 other metabolic processes 
transcripts_v2_13034 	 0.971177 	 signal transduction  
transcripts_v2_13034 	 0.971177 	 stress response  
transcripts_v2_13037 	 0.862 	 other biological processes 
transcripts_v2_13037 	 0.862 	 other metabolic processes 
transcripts_v2_13039 	 0.255417 	 other biological processes 
transcripts_v2_13039 	 0.255417 	 other metabolic processes 
transcripts_v2_13039 	 0.255417 	 protein metabolism  
transcripts_v2_13039 	 0.255417 	 signal transduction  
transcripts_v2_13039 	 0.255417 	 stress response  
transcripts_v2_13040 	 0.75663 	 other metabolic processes 
transcripts_v2_13042 	 0.590888 	 other metabolic processes 
transcripts_v2_13042 	 0.590888 	 protein metabolism  
transcripts_v2_13049 	 0.37071 	 cell organization and biogenesis
transcripts_v2_13049 	 0.37071 	 protein metabolism  
transcripts_v2_13049 	 0.37071 	 signal transduction  
transcripts_v2_13049 	 0.37071 	 transport   
transcripts_v2_13055 	 0.853246 	 cell organization and biogenesis
transcripts_v2_13055 	 0.853246 	 other metabolic processes 
transcripts_v2_13055 	 0.853246 	 transport   
transcripts_v2_1306 	 0.272065 	 death   
transcripts_v2_1306 	 0.272065 	 developmental processes  
transcripts_v2_1306 	 0.272065 	 other metabolic processes 
transcripts_v2_1306 	 0.272065 	 protein metabolism  
transcripts_v2_13062 	 0.458207 	 death   
transcripts_v2_13062 	 0.458207 	 developmental processes  
transcripts_v2_13065 	 0.205159 	 RNA metabolism  
transcripts_v2_13065 	 0.205159 	 other biological processes 
transcripts_v2_13065 	 0.205159 	 other metabolic processes 
transcripts_v2_13068 	 0.735673 	 developmental processes  
transcripts_v2_13072 	 0.336443 	 protein metabolism  
transcripts_v2_13093 	 0.554397 	 other biological processes 
transcripts_v2_13093 	 0.554397 	 other metabolic processes 
transcripts_v2_13093 	 0.554397 	 transport   
transcripts_v2_13097 	 0.77933 	 developmental processes  
transcripts_v2_13097 	 0.77933 	 signal transduction  
transcripts_v2_13098 	 0.316354 	 other metabolic processes 
transcripts_v2_13098 	 0.316354 	 transport   
transcripts_v2_13099 	 0.421935 	 protein metabolism  
transcripts_v2_13112 	 0.8379 	 transport   
transcripts_v2_13119 	 0.604787 	 cell organization and biogenesis
transcripts_v2_13119 	 0.604787 	 developmental processes  
transcripts_v2_13119 	 0.604787 	 other biological processes 
transcripts_v2_13119 	 0.604787 	 transport   
transcripts_v2_13122 	 0.464434 	 RNA metabolism  
transcripts_v2_13122 	 0.464434 	 cell organization and biogenesis
transcripts_v2_13122 	 0.464434 	 developmental processes  
transcripts_v2_13122 	 0.464434 	 other metabolic processes 
transcripts_v2_13122 	 0.464434 	 protein metabolism  
transcripts_v2_13138 	 0.436071 	 other biological processes 
transcripts_v2_13138 	 0.436071 	 transport   
transcripts_v2_1314 	 0.249758 	 death   
transcripts_v2_1314 	 0.249758 	 other biological processes 
transcripts_v2_1315 	 0.471246 	 cell organization and biogenesis
transcripts_v2_1315 	 0.471246 	 developmental processes  
transcripts_v2_1315 	 0.471246 	 other biological processes 
transcripts_v2_13170 	 0.536552 	 RNA metabolism  
transcripts_v2_13170 	 0.536552 	 cell organization and biogenesis
transcripts_v2_13170 	 0.536552 	 cell-cell signaling  
transcripts_v2_13170 	 0.536552 	 developmental processes  
transcripts_v2_13170 	 0.536552 	 other biological processes 
transcripts_v2_13170 	 0.536552 	 other metabolic processes 
transcripts_v2_13170 	 0.536552 	 protein metabolism  
transcripts_v2_13170 	 0.536552 	 transport   
transcripts_v2_1319 	 0.630126 	 cell adhesion  
transcripts_v2_1319 	 0.630126 	 other metabolic processes 
transcripts_v2_1319 	 0.630126 	 protein metabolism  
transcripts_v2_13201 	 0.873805 	 RNA metabolism  
transcripts_v2_13201 	 0.873805 	 cell organization and biogenesis
transcripts_v2_13201 	 0.873805 	 developmental processes  
transcripts_v2_13201 	 0.873805 	 other biological processes 
transcripts_v2_13201 	 0.873805 	 protein metabolism  
transcripts_v2_13201 	 0.873805 	 stress response  
transcripts_v2_13203 	 0.194866 	 other metabolic processes 
transcripts_v2_13205 	 0.596619 	 RNA metabolism  
transcripts_v2_13205 	 0.596619 	 other biological processes 
transcripts_v2_13208 	 0.64549 	 cell adhesion  
transcripts_v2_13208 	 0.64549 	 stress response  
transcripts_v2_13210 	 0.25 	 other biological processes 
transcripts_v2_13218 	 0.986533 	 other metabolic processes 
transcripts_v2_13239 	 0.374367 	 other biological processes 
transcripts_v2_13249 	 1.15476 	 RNA metabolism  
transcripts_v2_13249 	 1.15476 	 signal transduction  
transcripts_v2_13249 	 1.15476 	 stress response  
transcripts_v2_1325 	 0.947329 	 other metabolic processes 
transcripts_v2_1325 	 0.947329 	 signal transduction  
transcripts_v2_1325 	 0.947329 	 transport   
transcripts_v2_13252 	 0.168513 	 RNA metabolism  
transcripts_v2_13252 	 0.168513 	 cell cycle and proliferation
transcripts_v2_13252 	 0.168513 	 cell organization and biogenesis
transcripts_v2_13252 	 0.168513 	 death   
transcripts_v2_13252 	 0.168513 	 developmental processes  
transcripts_v2_13252 	 0.168513 	 other biological processes 
transcripts_v2_13252 	 0.168513 	 other metabolic processes 
transcripts_v2_13252 	 0.168513 	 protein metabolism  
transcripts_v2_13252 	 0.168513 	 signal transduction  
transcripts_v2_13252 	 0.168513 	 stress response  
transcripts_v2_13252 	 0.168513 	 transport   
transcripts_v2_13271 	 0.823468 	 cell adhesion  
transcripts_v2_13283 	 0.441621 	 protein metabolism  
transcripts_v2_13284 	 0.629576 	 developmental processes  
transcripts_v2_13284 	 0.629576 	 protein metabolism  
transcripts_v2_13293 	 0.242347 	 RNA metabolism  
transcripts_v2_13293 	 0.242347 	 cell cycle and proliferation
transcripts_v2_13293 	 0.242347 	 developmental processes  
transcripts_v2_13301 	 0.361966 	 DNA metabolism  
transcripts_v2_13308 	 0.43446 	 other metabolic processes 
transcripts_v2_13308 	 0.43446 	 transport   
transcripts_v2_1332 	 0.459809 	 cell-cell signaling  
transcripts_v2_1332 	 0.459809 	 transport   
transcripts_v2_13330 	 0.727473 	 RNA metabolism  
transcripts_v2_13335 	 0.699969 	 cell cycle and proliferation
transcripts_v2_13335 	 0.699969 	 developmental processes  
transcripts_v2_13336 	 0.333705 	 RNA metabolism  
transcripts_v2_13336 	 0.333705 	 other metabolic processes 
transcripts_v2_13336 	 0.333705 	 protein metabolism  
transcripts_v2_13342 	 0.670752 	 other biological processes 
transcripts_v2_13342 	 0.670752 	 transport   
transcripts_v2_13350 	 0.696248 	 protein metabolism  
transcripts_v2_13351 	 1.27078 	 RNA metabolism  
transcripts_v2_13354 	 0.376065 	 death   
transcripts_v2_13354 	 0.376065 	 other metabolic processes 
transcripts_v2_13354 	 0.376065 	 protein metabolism  
transcripts_v2_13366 	 0.256348 	 cell organization and biogenesis
transcripts_v2_13366 	 0.256348 	 other biological processes 
transcripts_v2_13366 	 0.256348 	 other metabolic processes 
transcripts_v2_13384 	 0.208264 	 other biological processes 
transcripts_v2_13393 	 0.653586 	 signal transduction  
transcripts_v2_13400 	 0.264426 	 protein metabolism  
transcripts_v2_13433 	 0.363501 	 protein metabolism  
transcripts_v2_13452 	 0.814651 	 stress response  
transcripts_v2_13474 	 0.792744 	 cell organization and biogenesis
transcripts_v2_13474 	 0.792744 	 developmental processes  
transcripts_v2_13474 	 0.792744 	 other metabolic processes 
transcripts_v2_13483 	 0.370522 	 cell organization and biogenesis
transcripts_v2_13483 	 0.370522 	 death   
transcripts_v2_13483 	 0.370522 	 other metabolic processes 
transcripts_v2_13483 	 0.370522 	 stress response  
transcripts_v2_13483 	 0.370522 	 transport   
transcripts_v2_13492 	 0.659533 	 transport   
transcripts_v2_13497 	 0.102832 	 other biological processes 
transcripts_v2_13500 	 0.509035 	 signal transduction  
transcripts_v2_1351 	 0.183303 	 RNA metabolism  
transcripts_v2_1351 	 0.183303 	 cell cycle and proliferation
transcripts_v2_1351 	 0.183303 	 cell organization and biogenesis
transcripts_v2_1351 	 0.183303 	 other biological processes 
transcripts_v2_1351 	 0.183303 	 other metabolic processes 
transcripts_v2_1351 	 0.183303 	 protein metabolism  
transcripts_v2_1351 	 0.183303 	 signal transduction  
transcripts_v2_1351 	 0.183303 	 transport   
transcripts_v2_13518 	 0.243645 	 other biological processes 
transcripts_v2_13525 	 0.126237 	 death   
transcripts_v2_13525 	 0.126237 	 other metabolic processes 
transcripts_v2_13525 	 0.126237 	 protein metabolism  
transcripts_v2_13525 	 0.126237 	 stress response  
transcripts_v2_13531 	 0.80117 	 other biological processes 
transcripts_v2_13531 	 0.80117 	 signal transduction  
transcripts_v2_13580 	 0.468744 	 other metabolic processes 
transcripts_v2_1360 	 0.315216 	 developmental processes  
transcripts_v2_1360 	 0.315216 	 other biological processes 
transcripts_v2_1360 	 0.315216 	 other metabolic processes 
transcripts_v2_1360 	 0.315216 	 protein metabolism  
transcripts_v2_13610 	 0.502527 	 other biological processes 
transcripts_v2_13631 	 0.534568 	 RNA metabolism  
transcripts_v2_13631 	 0.534568 	 other biological processes 
transcripts_v2_13642 	 0.57785 	 developmental processes  
transcripts_v2_13642 	 0.57785 	 other biological processes 
transcripts_v2_13642 	 0.57785 	 other metabolic processes 
transcripts_v2_13648 	 0.898368 	 RNA metabolism  
transcripts_v2_13648 	 0.898368 	 cell organization and biogenesis
transcripts_v2_13652 	 0.291283 	 other biological processes 
transcripts_v2_13653 	 0.215152 	 other biological processes 
transcripts_v2_13697 	 0.775511 	 cell organization and biogenesis
transcripts_v2_13697 	 0.775511 	 developmental processes  
transcripts_v2_13697 	 0.775511 	 other biological processes 
transcripts_v2_13697 	 0.775511 	 protein metabolism  
transcripts_v2_13697 	 0.775511 	 transport   
transcripts_v2_13718 	 1.15118 	 other biological processes 
transcripts_v2_13718 	 1.15118 	 signal transduction  
transcripts_v2_13740 	 0.163521 	 RNA metabolism  
transcripts_v2_13740 	 0.163521 	 developmental processes  
transcripts_v2_13740 	 0.163521 	 signal transduction  
transcripts_v2_13740 	 0.163521 	 transport   
transcripts_v2_13757 	 0.966325 	 cell organization and biogenesis
transcripts_v2_13757 	 0.966325 	 developmental processes  
transcripts_v2_13757 	 0.966325 	 signal transduction  
transcripts_v2_13757 	 0.966325 	 transport   
transcripts_v2_1377 	 0.825619 	 other biological processes 
transcripts_v2_1377 	 0.825619 	 transport   
transcripts_v2_13782 	 0.625211 	 developmental processes  
transcripts_v2_13782 	 0.625211 	 protein metabolism  
transcripts_v2_13799 	 0.876108 	 other biological processes 
transcripts_v2_1381 	 0.564594 	 transport   
transcripts_v2_13821 	 0.74917 	 cell cycle and proliferation
transcripts_v2_13821 	 0.74917 	 cell organization and biogenesis
transcripts_v2_13821 	 0.74917 	 other biological processes 
transcripts_v2_13866 	 1.02665 	 RNA metabolism  
transcripts_v2_13891 	 0.750052 	 other biological processes 
transcripts_v2_13899 	 0.811406 	 protein metabolism  
transcripts_v2_139 	 0.197935 	 RNA metabolism  
transcripts_v2_139 	 0.197935 	 protein metabolism  
transcripts_v2_13905 	 0.350626 	 other metabolic processes 
transcripts_v2_13905 	 0.350626 	 stress response  
transcripts_v2_1391 	 0.621781 	 RNA metabolism  
transcripts_v2_13910 	 0.707943 	 other biological processes 
transcripts_v2_13910 	 0.707943 	 other metabolic processes 
transcripts_v2_13910 	 0.707943 	 transport   
transcripts_v2_13916 	 0.797994 	 cell adhesion  
transcripts_v2_13916 	 0.797994 	 cell cycle and proliferation
transcripts_v2_13916 	 0.797994 	 cell organization and biogenesis
transcripts_v2_13916 	 0.797994 	 developmental processes  
transcripts_v2_13916 	 0.797994 	 other biological processes 
transcripts_v2_13916 	 0.797994 	 signal transduction  
transcripts_v2_13916 	 0.797994 	 stress response  
transcripts_v2_13916 	 0.797994 	 transport   
transcripts_v2_13929 	 0.648641 	 cell organization and biogenesis
transcripts_v2_13951 	 0.976592 	 cell-cell signaling  
transcripts_v2_13951 	 0.976592 	 developmental processes  
transcripts_v2_13969 	 0.218182 	 protein metabolism  
transcripts_v2_13990 	 0.738968 	 other biological processes 
transcripts_v2_13998 	 0.347327 	 RNA metabolism  
transcripts_v2_140 	 0.610664 	 cell organization and biogenesis
transcripts_v2_140 	 0.610664 	 death   
transcripts_v2_140 	 0.610664 	 developmental processes  
transcripts_v2_140 	 0.610664 	 other biological processes 
transcripts_v2_140 	 0.610664 	 signal transduction  
transcripts_v2_140 	 0.610664 	 stress response  
transcripts_v2_140 	 0.610664 	 transport   
transcripts_v2_14007 	 0.590371 	 stress response  
transcripts_v2_14019 	 0.829227 	 cell adhesion  
transcripts_v2_14019 	 0.829227 	 cell cycle and proliferation
transcripts_v2_14019 	 0.829227 	 cell organization and biogenesis
transcripts_v2_14019 	 0.829227 	 death   
transcripts_v2_14019 	 0.829227 	 developmental processes  
transcripts_v2_14019 	 0.829227 	 other biological processes 
transcripts_v2_14019 	 0.829227 	 other metabolic processes 
transcripts_v2_14019 	 0.829227 	 protein metabolism  
transcripts_v2_14019 	 0.829227 	 signal transduction  
transcripts_v2_14019 	 0.829227 	 stress response  
transcripts_v2_14019 	 0.829227 	 transport   
transcripts_v2_1402 	 0.630601 	 other biological processes 
transcripts_v2_1402 	 0.630601 	 protein metabolism  
transcripts_v2_14023 	 0.349152 	 other metabolic processes 
transcripts_v2_14023 	 0.349152 	 protein metabolism  
transcripts_v2_14037 	 0.88889 	 protein metabolism  
transcripts_v2_14049 	 0.930212 	 signal transduction  
transcripts_v2_14064 	 0.112548 	 cell adhesion  
transcripts_v2_14064 	 0.112548 	 developmental processes  
transcripts_v2_1408 	 0.386741 	 protein metabolism  
transcripts_v2_14089 	 0.700197 	 protein metabolism  
transcripts_v2_14101 	 0.151368 	 transport   
transcripts_v2_14118 	 0.228473 	 RNA metabolism  
transcripts_v2_14118 	 0.228473 	 other metabolic processes 
transcripts_v2_14120 	 0.489717 	 other biological processes 
transcripts_v2_1413 	 0.726074 	 cell organization and biogenesis
transcripts_v2_1413 	 0.726074 	 cell-cell signaling  
transcripts_v2_1413 	 0.726074 	 developmental processes  
transcripts_v2_1413 	 0.726074 	 other biological processes 
transcripts_v2_1413 	 0.726074 	 transport   
transcripts_v2_14150 	 0.942107 	 protein metabolism  
transcripts_v2_14150 	 0.942107 	 signal transduction  
transcripts_v2_1416 	 0.294785 	 other metabolic processes 
transcripts_v2_1416 	 0.294785 	 protein metabolism  
transcripts_v2_14170 	 0.733335 	 cell adhesion  
transcripts_v2_14170 	 0.733335 	 cell cycle and proliferation
transcripts_v2_14170 	 0.733335 	 cell organization and biogenesis
transcripts_v2_14170 	 0.733335 	 developmental processes  
transcripts_v2_14170 	 0.733335 	 transport   
transcripts_v2_142 	 0.286727 	 other biological processes 
transcripts_v2_142 	 0.286727 	 stress response  
transcripts_v2_142 	 0.286727 	 transport   
transcripts_v2_14217 	 0.55517 	 other metabolic processes 
transcripts_v2_14217 	 0.55517 	 protein metabolism  
transcripts_v2_1423 	 0.39847 	 protein metabolism  
transcripts_v2_14231 	 0.681628 	 protein metabolism  
transcripts_v2_14261 	 1.05065 	 developmental processes  
transcripts_v2_14261 	 1.05065 	 other metabolic processes 
transcripts_v2_14261 	 1.05065 	 signal transduction  
transcripts_v2_14261 	 1.05065 	 stress response  
transcripts_v2_14268 	 1.12538 	 RNA metabolism  
transcripts_v2_14268 	 1.12538 	 death   
transcripts_v2_14268 	 1.12538 	 developmental processes  
transcripts_v2_14268 	 1.12538 	 other biological processes 
transcripts_v2_14268 	 1.12538 	 other metabolic processes 
transcripts_v2_14269 	 0.951815 	 transport   
transcripts_v2_14278 	 0.20598 	 other metabolic processes 
transcripts_v2_14280 	 0.784141 	 RNA metabolism  
transcripts_v2_14280 	 0.784141 	 cell adhesion  
transcripts_v2_14280 	 0.784141 	 cell organization and biogenesis
transcripts_v2_14280 	 0.784141 	 developmental processes  
transcripts_v2_14280 	 0.784141 	 other biological processes 
transcripts_v2_14280 	 0.784141 	 other metabolic processes 
transcripts_v2_14280 	 0.784141 	 protein metabolism  
transcripts_v2_14280 	 0.784141 	 signal transduction  
transcripts_v2_14280 	 0.784141 	 stress response  
transcripts_v2_14295 	 0.520744 	 cell organization and biogenesis
transcripts_v2_14295 	 0.520744 	 developmental processes  
transcripts_v2_14295 	 0.520744 	 other biological processes 
transcripts_v2_14295 	 0.520744 	 other metabolic processes 
transcripts_v2_14295 	 0.520744 	 protein metabolism  
transcripts_v2_14295 	 0.520744 	 signal transduction  
transcripts_v2_14295 	 0.520744 	 transport   
transcripts_v2_14319 	 0.536571 	 cell organization and biogenesis
transcripts_v2_14320 	 0.320381 	 other metabolic processes 
transcripts_v2_14341 	 0.708239 	 other metabolic processes 
transcripts_v2_14341 	 0.708239 	 protein metabolism  
transcripts_v2_14364 	 0.429403 	 protein metabolism  
transcripts_v2_14396 	 0.613241 	 cell adhesion  
transcripts_v2_14396 	 0.613241 	 cell organization and biogenesis
transcripts_v2_14396 	 0.613241 	 developmental processes  
transcripts_v2_14396 	 0.613241 	 other biological processes 
transcripts_v2_14396 	 0.613241 	 other metabolic processes 
transcripts_v2_14396 	 0.613241 	 protein metabolism  
transcripts_v2_14396 	 0.613241 	 signal transduction  
transcripts_v2_14396 	 0.613241 	 stress response  
transcripts_v2_14405 	 0.679957 	 other metabolic processes 
transcripts_v2_14405 	 0.679957 	 protein metabolism  
transcripts_v2_14408 	 0.372923 	 protein metabolism  
transcripts_v2_14409 	 0.470878 	 protein metabolism  
transcripts_v2_14413 	 0.620912 	 DNA metabolism  
transcripts_v2_14413 	 0.620912 	 cell cycle and proliferation
transcripts_v2_14413 	 0.620912 	 cell organization and biogenesis
transcripts_v2_14413 	 0.620912 	 developmental processes  
transcripts_v2_14413 	 0.620912 	 other biological processes 
transcripts_v2_14413 	 0.620912 	 stress response  
transcripts_v2_14422 	 0.427961 	 other metabolic processes 
transcripts_v2_14430 	 0.433811 	 other metabolic processes 
transcripts_v2_14430 	 0.433811 	 protein metabolism  
transcripts_v2_14435 	 0.341528 	 cell organization and biogenesis
transcripts_v2_14435 	 0.341528 	 other biological processes 
transcripts_v2_14435 	 0.341528 	 other metabolic processes 
transcripts_v2_14439 	 0.732609 	 cell cycle and proliferation
transcripts_v2_14439 	 0.732609 	 other biological processes 
transcripts_v2_1444 	 0.573653 	 RNA metabolism  
transcripts_v2_1444 	 0.573653 	 cell cycle and proliferation
transcripts_v2_1444 	 0.573653 	 cell organization and biogenesis
transcripts_v2_1444 	 0.573653 	 death   
transcripts_v2_1444 	 0.573653 	 developmental processes  
transcripts_v2_1444 	 0.573653 	 other biological processes 
transcripts_v2_1444 	 0.573653 	 other metabolic processes 
transcripts_v2_1444 	 0.573653 	 protein metabolism  
transcripts_v2_1444 	 0.573653 	 transport   
transcripts_v2_14445 	 0.249554 	 cell adhesion  
transcripts_v2_14445 	 0.249554 	 cell organization and biogenesis
transcripts_v2_14445 	 0.249554 	 protein metabolism  
transcripts_v2_14445 	 0.249554 	 signal transduction  
transcripts_v2_14445 	 0.249554 	 transport   
transcripts_v2_14452 	 0.769998 	 other biological processes 
transcripts_v2_14452 	 0.769998 	 transport   
transcripts_v2_14467 	 0.496361 	 RNA metabolism  
transcripts_v2_14467 	 0.496361 	 cell cycle and proliferation
transcripts_v2_14467 	 0.496361 	 cell organization and biogenesis
transcripts_v2_14467 	 0.496361 	 other biological processes 
transcripts_v2_1447 	 0.359793 	 protein metabolism  
transcripts_v2_14471 	 0.370051 	 cell cycle and proliferation
transcripts_v2_14471 	 0.370051 	 other biological processes 
transcripts_v2_14471 	 0.370051 	 protein metabolism  
transcripts_v2_14471 	 0.370051 	 signal transduction  
transcripts_v2_14471 	 0.370051 	 stress response  
transcripts_v2_14473 	 0.238165 	 RNA metabolism  
transcripts_v2_14473 	 0.238165 	 protein metabolism  
transcripts_v2_14487 	 0 	 protein metabolism  
transcripts_v2_14497 	 0.459529 	 RNA metabolism  
transcripts_v2_14497 	 0.459529 	 protein metabolism  
transcripts_v2_14497 	 0.459529 	 transport   
transcripts_v2_14528 	 0.306771 	 RNA metabolism  
transcripts_v2_14528 	 0.306771 	 cell organization and biogenesis
transcripts_v2_1454 	 0.255708 	 other metabolic processes 
transcripts_v2_14547 	 0.666006 	 DNA metabolism  
transcripts_v2_14547 	 0.666006 	 RNA metabolism  
transcripts_v2_14547 	 0.666006 	 other metabolic processes 
transcripts_v2_14547 	 0.666006 	 protein metabolism  
transcripts_v2_14547 	 0.666006 	 stress response  
transcripts_v2_14549 	 1.00345 	 other metabolic processes 
transcripts_v2_1455 	 0.218427 	 RNA metabolism  
transcripts_v2_14558 	 0.296082 	 other biological processes 
transcripts_v2_14558 	 0.296082 	 transport   
transcripts_v2_14570 	 0.801153 	 protein metabolism  
